SUBSCRIPTION_DATE,SUBSCRIPTION_COUNTY,SUBSCRIBER_DOMESTIC_FOREIGN,LONGITUDE,LATITUDE,NUMBER_OF_SUBSCRIBER
2021-06-04,FATİH,Yabancı,28.965208,41.009485,1
2020-01-06,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,1
2019-03-30,SANCAKTEPE,Yerli,29.120662,41.011656,1
2019-04-30,ÜMRANİYE,Yerli,29.105734,41.017041,2
2021-04-13,FATİH,Yerli,28.972923,41.018207,2
2021-06-28,KADIKÖY,Yerli,29.099479,40.975596,1
2018-02-11,EYÜP SULTAN,Yerli,28.948922,41.082908,1
2021-05-30,EYÜPSULTAN,Yerli,28.944987,41.087819,5
2020-11-27,ZEYTİNBURNU,Yerli,28.86757,41.08744,1
2019-08-30,KARTAL,Yerli,29.189967,40.892454,5
2020-12-21,TUZLA,Yabancı,29.30279,40.84987,1
2021-02-19,EYÜPSULTAN,Yabancı,28.94498,41.08781,1
2020-12-11,BAYRAMPAŞA,Yerli,28.90754,41.05685,1
2021-02-25,KÜÇÜKÇEKMECE,Yerli,28.79335,41.00805,2
2019-02-11,BAKIRKÖY,Yerli,28.884828,40.999602,2
2021-06-07,EYÜPSULTAN,Yerli,28.945738,41.07354,1
2018-08-06,EYÜP SULTAN,Yerli,28.948922,41.082908,3
2021-01-20,BEYOĞLU,Yabancı,28.98061,41.02689,2
2021-07-10,FATİH,Yerli,28.975377,41.012464,1
2019-02-20,KAĞITHANE,Yerli,28.922037,41.004253,2
2020-11-20,BAKIRKÖY,Yerli,28.80734,40.96082,1
2020-11-10,BAŞAKŞEHİR,Yerli,28.78554,41.10443,3
2021-06-07,SANCAKTEPE,Yerli,29.233057,40.978484,1
2021-03-05,BEYOĞLU,Yerli,28.9668,41.02985,1
2020-11-16,GAZİOSMANPAŞA,Yerli,28.89745,41.06885,2
2021-04-16,BAHÇELİEVLER,Yerli,28.837072,41.013993,6
2021-07-19,BEYOĞLU,Yerli,28.96927,41.02979,1
2021-04-22,AVCILAR,Yerli,28.705535,40.995034,4
2021-05-03,FATİH,Yabancı,28.954862,41.014324,2
2021-07-07,ESENLER,Yerli,28.878257,41.06102,19
2021-06-22,SULTANGAZİ,Yerli,28.862245,41.104596,6
2021-04-12,ZEYTİNBURNU,Yerli,28.91993,40.99985,2
2021-06-20,FATİH,Yabancı,28.965208,41.009485,1
2021-04-05,SARIYER,Yerli,29.05751,41.16718,4
2021-07-15,AVCILAR,Yabancı,28.743816,40.976437,1
2021-06-16,FATİH,Yerli,28.973976,41.017609,1
2019-05-30,ATAŞEHİR,Yerli,29.147233,40.977902,1
2021-03-09,GÜNGÖREN,Yerli,28.86708,41.01387,1
2021-01-05,ÜSKÜDAR,Yabancı,29.008546,41.023753,1
2020-12-26,FATİH,Yabancı,28.94929,41.01124,5
2020-11-09,ESENLER,Yerli,28.87895,41.04302,1
2021-04-12,ZEYTİNBURNU,Yerli,28.90399,40.99453,2
2021-02-01,KÜÇÜKÇEKMECE,Yerli,28.77995,41.00267,1
2019-10-21,ATAŞEHİR,Yerli,29.147233,40.977902,1
2020-11-28,FATİH,Yerli,28.93847,41.01268,1
2021-06-05,ESENLER,Yerli,28.878959,41.043027,1
2021-07-07,GÜNGÖREN,Yerli,28.863745,41.023715,3
2021-05-24,KÜÇÜKÇEKMECE,Yerli,28.77561,41.029331,1
2018-06-08,KARTAL,Yerli,29.189967,40.892454,2
2020-12-31,BEYLİKDÜZÜ,Yerli,28.62091,41.03665,1
2021-06-22,SULTANGAZİ,Yerli,28.858182,41.111189,1
2021-06-23,BAĞCILAR,Yerli,28.869792,41.033293,3
2020-01-30,KAĞITHANE,Yerli,28.573054,41.035648,2
2020-10-29,ŞİŞLİ,Yerli,28.59289,41.03598,1
2020-11-03,BEYKOZ,Yerli,29.05441,41.08298,1
2021-07-14,FATİH,Yabancı,28.940269,41.011806,1
2021-04-05,FATİH,Yerli,28.97397,41.0176,4
2021-06-17,BEŞİKTAŞ,Yabancı,29.015456,41.049054,1
2021-06-28,FATİH,Yabancı,28.97821,41.011816,4
2021-06-30,ÜMRANİYE,Yerli,29.105516,41.017006,1
2020-12-19,ESENLER,Yerli,28.88622,41.03836,1
2018-12-25,FATİH,Yerli,28.972482,41.007712,1
2019-03-29,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
2019-08-01,EYÜP SULTAN,Yerli,28.921595,41.080995,2
2021-02-28,FATİH,Yabancı,28.97821,41.01181,3
2020-11-13,BEYOĞLU,Yerli,28.97438,41.03177,1
2018-09-17,BEŞİKTAŞ,Yerli,29.011161,41.085842,1
2021-07-03,KÜÇÜKÇEKMECE,Yerli,28.769932,40.988205,1
2021-06-23,EYÜPSULTAN,Yerli,28.809794,41.279355,1
2017-11-20,BAKIRKÖY,Yerli,28.884828,40.999602,8
2020-11-01,BEŞİKTAŞ,Yerli,29.00736,41.04121,1
2019-11-26,BAKIRKÖY,Yerli,28.884828,40.999602,6
2021-06-17,AVCILAR,Yerli,28.705535,40.995034,3
2021-07-05,SULTANBEYLİ,Yerli,29.276736,40.954095,6
2021-05-30,ZEYTİNBURNU,Yerli,28.86757,41.087449,1
2021-03-04,FATİH,Yerli,28.951,41.01654,6
2021-02-11,MALTEPE,Yerli,29.1113,40.93623,1
2019-08-16,ŞİŞLİ,Yerli,28.989035,41.057795,1
2017-12-28,ÜMRANİYE,Yerli,29.105734,41.017041,1
2021-06-12,KADIKÖY,Yerli,29.021249,40.991059,2
2018-02-22,ÜMRANİYE,Yerli,29.105734,41.017041,1
2021-04-13,FATİH,Yerli,28.95532,41.01345,2
2019-01-15,ESENLER,Yerli,28.873136,41.053895,5
2021-05-01,ŞİŞLİ,Yerli,29.011473,41.080041,2
2021-02-19,BAHÇELİEVLER,Yerli,28.84548,40.99203,5
2016-12-04,KAĞITHANE,Yerli,28.573054,41.035648,2
2021-04-22,BEYOĞLU,Yerli,28.989542,41.039082,12
2021-05-31,FATİH,Yerli,28.954862,41.014324,1
2021-05-10,MALTEPE,Yerli,29.131164,40.924939,2
2021-01-07,BÜYÜKÇEKMECE,Yerli,28.58781,41.0231,1
2021-01-05,SULTANGAZİ,Yerli,28.8767,41.09774,3
2020-12-30,FATİH,Yerli,28.93298,41.01565,1
2020-11-20,FATİH,Yerli,28.951,41.01654,7
2021-06-30,ŞİŞLİ,Yabancı,28.988284,41.045555,1
2021-03-03,EYÜPSULTAN,Yerli,28.92997,41.02716,1
2021-01-07,FATİH,Yerli,28.94026,41.0118,2
2021-06-05,BEYOĞLU,Yabancı,28.985666,41.037058,11
2021-07-12,ÜMRANİYE,Yabancı,29.118248,41.040737,1
2021-05-27,FATİH,Yabancı,28.972923,41.018207,1
2021-04-05,KARTAL,Yerli,29.18934,40.88982,2
2019-04-09,AVCILAR,Yerli,28.721885,40.981178,7
2021-07-15,BAYRAMPAŞA,Yerli,28.884133,41.065358,5
2021-04-30,ESENLER,Yabancı,28.894728,41.040605,2
2018-06-29,BEYOĞLU,Yabancı,28.989684,41.031331,1
2018-05-26,İSTANBUL,Yerli,28.58272,41.01418,25
2021-06-03,EYÜPSULTAN,Yabancı,28.944987,41.087819,1
2021-04-06,BEŞİKTAŞ,Yabancı,29.04464,41.06751,2
2018-03-16,KARTAL,Yabancı,29.187151,40.888024,1
2016-04-19,KADIKÖY,Yerli,29.023297,40.593952,1
2016-12-23,KADIKÖY,Yerli,29.023297,40.593952,1
2021-05-09,ÜSKÜDAR,Yerli,29.063421,41.021925,2
2020-11-05,BEYOĞLU,Yerli,28.99012,41.03661,2
2018-03-28,FATİH,Yerli,28.941171,41.017758,1
2021-06-09,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,3
2021-07-15,BEYOĞLU,Yabancı,28.9668,41.029852,5
2019-05-07,BEŞİKTAŞ,Yerli,29.00736,41.041218,2
2021-02-07,SANCAKTEPE,Yerli,29.2547,41.01218,1
2021-07-11,BEYLİKDÜZÜ,Yerli,28.601057,40.967978,1
2020-01-21,BAKIRKÖY,Yerli,28.884828,40.999602,6
2021-07-10,KADIKÖY,Yabancı,29.05786,40.969954,1
2021-05-21,ÜMRANİYE,Yerli,29.096935,41.025962,6
2020-11-30,ESENYURT,Yerli,29.16611,40.92091,2
2018-07-26,BAKIRKÖY,Yerli,28.884828,40.999602,8
2021-01-16,KÜÇÜKÇEKMECE,Yerli,28.77995,41.00267,1
2018-04-29,KARTAL,Yerli,29.187151,40.888024,6
2021-07-10,FATİH,Yerli,28.973894,41.017585,4
2020-11-09,GÜNGÖREN,Yerli,28.86729,41.02076,3
2021-03-28,FATİH,Yerli,28.92595,40.99048,2
2020-11-21,BEYLİKDÜZÜ,Yerli,28.6735,41.00614,1
2021-05-06,BEYKOZ,Yerli,29.271346,41.163928,2
2021-02-02,ÜSKÜDAR,Yerli,29.02512,41.01409,1
2020-11-18,SULTANGAZİ,Yerli,28.86224,41.10459,4
2020-11-04,FATİH,Yerli,28.92684,41.01847,1
2021-06-15,BAĞCILAR,Yerli,28.860657,41.03274,4
2021-06-16,FATİH,Yerli,28.940269,41.011806,2
2020-12-24,ÜSKÜDAR,Yerli,29.02503,41.01478,3
2021-01-14,SANCAKTEPE,Yerli,29.22317,40.98687,1
2019-09-25,ŞİŞLİ,Yerli,28.986104,41.066846,1
2021-02-05,BEŞİKTAŞ,Yerli,29.00767,41.05983,1
2021-01-15,FATİH,Yerli,28.94658,41.0101,1
2020-10-27,FATİH,Yerli,28.959765,41.009561,1
2021-04-28,ZEYTİNBURNU,Yerli,28.889221,41.001069,2
2021-07-03,KÜÇÜKÇEKMECE,Yerli,28.780627,40.988449,7
2021-05-11,FATİH,Yabancı,28.966779,41.009197,4
2021-01-14,EYÜPSULTAN,Yerli,28.94468,41.07097,4
2017-11-16,BAKIRKÖY,Yabancı,28.820556,40.978551,8
2020-11-07,MALTEPE,Yerli,29.12119,40.92453,4
2021-02-25,KAĞITHANE,Yerli,28.98211,41.08567,1
2021-03-01,BEŞİKTAŞ,Yerli,29.00548,41.04009,1
2021-07-10,FATİH,Yerli,28.966282,41.009331,11
2018-08-15,BAKIRKÖY,Yabancı,28.820556,40.978551,11
2021-07-14,FATİH,Yabancı,28.97821,41.011816,4
2020-12-08,ÜSKÜDAR,Yerli,29.05442,41.00073,1
2020-10-28,BEYOĞLU,Yerli,28.980616,41.026892,1
2021-01-06,ZEYTİNBURNU,Yerli,28.90221,41.00353,2
2020-12-09,TUZLA,Yerli,29.30261,40.84982,1
2021-05-25,ÜSKÜDAR,Yerli,29.008546,41.023753,1
2021-02-09,BEYOĞLU,Yerli,28.98954,41.03908,4
2021-07-08,SULTANGAZİ,Yerli,28.858182,41.111189,2
2021-06-12,FATİH,Yabancı,28.975377,41.012464,2
2021-01-11,FATİH,Yabancı,28.96279,41.00249,1
2021-06-18,ÜSKÜDAR,Yerli,29.016395,41.021765,3
2020-11-04,SİLİVRİ,Yerli,28.25016,41.07324,1
2020-12-31,AVCILAR,Yerli,28.73035,40.97937,2
2021-03-03,EYÜPSULTAN,Yerli,28.9328,41.04644,1
2021-07-06,KADIKÖY,Yerli,29.08863,40.954044,1
2021-06-07,EYÜPSULTAN,Yerli,28.941247,41.05676,2
2021-05-15,SARIYER,Yerli,29.022427,41.219842,2
2021-06-06,ÜSKÜDAR,Yabancı,29.048627,41.021535,1
2021-04-02,BEŞİKTAŞ,Yerli,29.01545,41.04905,10
2021-05-12,GÜNGÖREN,Yerli,28.88074,41.011789,2
2020-11-28,FATİH,Yerli,28.97136,41.00845,1
2019-04-27,EYÜP SULTAN,Yerli,28.933511,41.047359,21
2021-05-23,FATİH,Yerli,28.954114,41.015525,10
2020-11-20,FATİH,Yerli,28.95685,41.01314,1
2021-06-17,KÜÇÜKÇEKMECE,Yerli,28.790541,41.031728,6
2020-11-04,BAKIRKÖY,Yerli,28.80753,40.96024,9
2020-11-29,KÜÇÜKÇEKMECE,Yerli,28.794421,41.009518,1
2020-12-22,KARTAL,Yerli,29.20338,40.90178,1
2021-07-08,ÜMRANİYE,Yerli,29.121328,41.020929,4
2021-04-01,FATİH,Yabancı,28.951,41.01654,2
2021-05-12,GÜNGÖREN,Yerli,28.877219,41.015526,2
2021-06-08,FATİH,Yerli,28.939853,41.019603,1
2021-06-08,SARIYER,Yerli,29.057516,41.167183,2
2021-06-24,FATİH,Yerli,28.951178,41.00012,8
2019-03-16,BEŞİKTAŞ,Yabancı,29.00736,41.041218,2
2019-06-12,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,16
2021-05-15,FATİH,Yerli,28.940269,41.011806,2
2021-04-10,ÇEKMEKÖY,Yerli,29.18276,41.04352,2
2020-11-04,BAKIRKÖY,Yerli,28.88482,40.9996,1
2021-05-11,FATİH,Yabancı,28.972923,41.018207,2
2019-02-26,SANCAKTEPE,Yerli,29.237764,40.995229,1
2020-11-01,ESENLER,Yerli,28.87899,41.05301,1
2019-08-15,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,5
2020-11-24,SARIYER,Yabancı,29.05301,41.10819,1
2019-03-19,BAKIRKÖY,Yabancı,28.820556,40.978551,7
2020-11-17,BAYRAMPAŞA,Yerli,28.88413,41.06535,2
2021-01-15,KARTAL,Yerli,29.21064,40.91802,1
2021-07-11,BEYOĞLU,Yerli,28.980616,41.026892,2
2021-03-08,KADIKÖY,Yerli,29.05332,40.96762,4
2021-03-01,ESENLER,Yerli,28.88622,41.03836,5
2019-02-18,EYÜP SULTAN,Yabancı,28.933511,41.047359,4
2021-07-16,ŞİŞLİ,Yabancı,28.990026,41.046045,1
2021-02-17,AVCILAR,Yerli,28.72443,40.98409,1
2018-05-20,BEYOĞLU,Yabancı,28.989684,41.031331,3
2018-11-15,FATİH,Yerli,28.941171,41.017758,2
2021-02-25,KÜÇÜKÇEKMECE,Yerli,28.79775,40.99903,1
2021-03-29,AVCILAR,Yerli,28.74381,40.97643,6
2020-12-27,ESENLER,Yerli,28.89472,41.0406,1
2021-07-20,ŞİŞLİ,Yerli,28.987285,41.060332,1
2021-07-14,FATİH,Yabancı,28.973894,41.017585,4
2021-04-07,ÜSKÜDAR,Yerli,29.0679,41.0274,2
2021-07-11,KÜÇÜKÇEKMECE,Yerli,28.783597,41.035524,3
2018-10-14,KARTAL,Yerli,29.187151,40.888024,5
2017-12-25,EYÜP SULTAN,Yerli,28.948922,41.082908,1
2021-07-05,ŞİLE,Yerli,29.824386,41.107141,1
2019-12-03,SANCAKTEPE,Yerli,29.237764,40.995229,1
2020-11-20,FATİH,Yerli,28.97549,41.0081,1
2020-12-16,ÜSKÜDAR,Yerli,29.02503,41.01478,2
2021-06-09,KAĞITHANE,Yerli,28.970873,41.07938,4
2019-09-12,ESENLER,Yerli,28.873136,41.053895,2
2021-01-29,ÜMRANİYE,Yerli,29.10473,41.02495,3
2021-02-01,BEYOĞLU,Yerli,28.99264,41.03432,2
2019-11-08,BAŞAKŞEHİR,Yerli,29.011473,41.080041,3
2020-11-28,FATİH,Yerli,28.97389,41.01758,2
2018-11-23,KARTAL,Yerli,29.189967,40.892454,5
2020-11-17,ESENLER,Yerli,28.88622,41.03836,1
2021-02-22,ÜMRANİYE,Yerli,29.09663,41.02643,1
2020-11-26,ŞİŞLİ,Yabancı,28.99246,41.06409,4
2021-06-20,FATİH,Yabancı,28.97256,41.010197,3
2021-02-09,AVCILAR,Yerli,28.72229,40.98319,1
2021-04-07,ÜSKÜDAR,Yerli,29.01549,41.02787,2
2020-12-24,ESENYURT,Yerli,28.63119,41.03404,1
2019-09-23,KARTAL,Yerli,29.161455,40.905838,1
2019-06-12,KÜÇÜKÇEKMECE,Yerli,28.794421,41.009518,1
2021-01-12,BEŞİKTAŞ,Yerli,29.00768,41.04247,4
2017-11-28,BAKIRKÖY,Yerli,28.884828,40.999602,3
2021-01-08,BEYOĞLU,Yerli,28.9716,41.03963,3
2020-01-16,İSTANBUL,Yerli,28.58272,41.01418,1
2019-04-08,BAKIRKÖY,Yerli,28.863824,40.986566,2
2019-07-28,BEYKOZ,Yerli,29.138382,41.075281,1
2021-04-27,ÜMRANİYE,Yerli,29.118248,41.040737,10
2021-02-21,BAYRAMPAŞA,Yerli,28.88413,41.06535,1
2020-11-07,EYÜPSULTAN,Yabancı,28.9328,41.04644,3
2021-05-12,BEYOĞLU,Yabancı,28.969007,41.023967,4
2021-05-31,FATİH,Yerli,28.953944,41.009543,1
2019-02-18,EYÜPSULTAN,Yerli,28.9283,41.03764,1
2020-11-12,KARTAL,Yerli,29.22041,40.91865,4
2021-06-29,GÜNGÖREN,Yerli,28.892469,41.014928,1
2021-07-06,KADIKÖY,Yerli,29.021249,40.991059,1
2021-06-04,FATİH,Yabancı,28.971066,41.016151,2
2020-11-04,SARIYER,Yerli,29.03983,41.14722,1
2021-05-16,BEŞİKTAŞ,Yabancı,29.025741,41.047446,2
2018-06-19,İSTANBUL,Yerli,28.58272,41.01418,24
2016-02-28,KAĞITHANE,Yerli,28.573054,41.035648,1
2021-06-21,BEŞİKTAŞ,Yerli,29.015456,41.049054,8
2021-04-21,FATİH,Yerli,28.977784,41.00683,16
2021-06-21,ESENLER,Yerli,28.882518,41.035633,3
2020-11-16,SARIYER,Yabancı,29.05499,41.11476,1
2021-07-10,FATİH,Yerli,28.978365,41.008506,1
2018-08-14,İSTANBUL,Yerli,28.58272,41.01418,22
2021-01-18,SULTANBEYLİ,Yerli,29.26665,40.96714,3
2020-11-12,FATİH,Yerli,28.97136,41.00845,1
2017-07-16,KAĞITHANE,Yerli,28.573054,41.035648,2
2021-02-20,KADIKÖY,Yerli,29.02399,40.99213,5
2021-01-20,ESENLER,Yerli,28.87825,41.06102,1
2021-07-18,FATİH,Yerli,28.973894,41.017585,3
2020-11-25,ESENLER,Yerli,28.87825,41.06102,2
2021-04-21,BAKIRKÖY,Yerli,28.884828,40.999602,6
2021-02-04,GAZİOSMANPAŞA,Yerli,28.9136,41.05814,6
2021-06-21,BEYOĞLU,Yabancı,28.969007,41.023967,4
2017-11-11,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
2021-06-07,ZEYTİNBURNU,Yerli,28.86757,41.087449,1
2021-06-04,FATİH,Yabancı,28.966779,41.009197,3
2021-06-08,KARTAL,Yerli,29.146659,40.901284,3
2018-04-08,MALTEPE,Yerli,29.121198,40.924531,12
2020-12-18,GAZİOSMANPAŞA,Yerli,28.91591,41.05745,2
2021-01-14,EYÜPSULTAN,Yerli,28.92997,41.02716,1
2021-06-23,ZEYTİNBURNU,Yerli,28.90742,41.004159,2
2021-04-18,BEYOĞLU,Yabancı,28.974782,41.022246,12
2021-03-01,BEYOĞLU,Yabancı,28.98061,41.02689,1
2018-07-02,FATİH,Yerli,28.972482,41.007712,1
2021-03-29,BEYOĞLU,Yerli,28.97738,41.03345,36
2020-12-31,BEYOĞLU,Yerli,28.99264,41.03432,1
2020-01-23,ŞİŞLİ,Yerli,28.981998,41.068341,3
2019-10-22,BEŞİKTAŞ,Yerli,29.00736,41.041218,3
2021-05-25,ŞİŞLİ,Yerli,28.59289,41.035982,1
2021-04-21,FATİH,Yerli,28.939853,41.019603,2
2021-06-20,FATİH,Yabancı,28.972923,41.018207,7
2021-07-02,SİLİVRİ,Yerli,28.170389,41.156539,1
2021-06-06,ÜSKÜDAR,Yabancı,29.014881,41.027275,8
2021-06-25,BEŞİKTAŞ,Yabancı,29.014387,41.075955,1
2021-07-09,EYÜPSULTAN,Yerli,28.925808,41.078683,2
2021-06-06,SULTANGAZİ,Yerli,28.872379,41.083731,1
2020-02-03,BAYRAMPAŞA,Yerli,28.89269,41.03853,1
2021-01-12,ESENLER,Yerli,28.86757,41.05403,2
2021-02-22,ŞİŞLİ,Yabancı,28.99246,41.06409,9
2016-05-10,KAĞITHANE,Yerli,28.573054,41.035648,1
2021-05-24,AVCILAR,Yerli,28.730355,40.979373,2
2020-12-06,FATİH,Yerli,28.96677,41.00919,1
2021-06-12,GAZİOSMANPAŞA,Yerli,28.915911,41.057453,2
2021-07-09,SANCAKTEPE,Yerli,29.254914,41.013775,8
2021-07-19,AVCILAR,Yerli,28.694133,40.99984,4
2020-12-29,ZEYTİNBURNU,Yerli,28.88871,41.00001,1
2021-06-03,BAHÇELİEVLER,Yerli,28.842888,40.994098,1
2021-01-24,KÜÇÜKÇEKMECE,Yerli,28.79054,41.03172,1
2021-04-17,GAZİOSMANPAŞA,Yerli,28.919846,41.058001,6
2021-03-08,KADIKÖY,Yerli,29.02399,40.99213,16
2021-04-11,SULTANGAZİ,Yerli,28.8767,41.09774,2
2020-12-31,BEYLİKDÜZÜ,Yerli,28.65773,41.00884,1
2020-12-28,SULTANGAZİ,Yerli,28.8767,41.09774,1
2020-12-16,ŞİŞLİ,Yerli,28.96636,41.05808,1
2021-07-11,BEYOĞLU,Yerli,28.985666,41.037058,25
2021-02-24,FATİH,Yerli,28.951,41.01654,2
2021-07-16,SULTANGAZİ,Yerli,28.902155,41.095541,1
2021-05-16,BEYOĞLU,Yerli,28.985666,41.037058,6
2020-12-30,KARTAL,Yerli,29.18715,40.88802,1
2021-04-28,BEYKOZ,Yerli,29.094437,41.131533,2
2021-05-07,FATİH,Yerli,28.955328,41.013451,2
2021-06-28,FATİH,Yabancı,28.949292,41.011242,1
2021-07-08,ÜMRANİYE,Yerli,29.118248,41.040737,10
2021-02-25,BEYLİKDÜZÜ,Yerli,28.63858,41.01847,1
2021-06-04,FATİH,Yabancı,28.972923,41.018207,2
2021-07-06,FATİH,Yabancı,28.92684,41.018475,1
2021-04-22,KÜÇÜKÇEKMECE,Yerli,28.767776,41.001919,32
2021-06-08,BAKIRKÖY,Yerli,28.873867,40.980883,5
2021-04-06,BEYOĞLU,Yerli,28.9716,41.03963,4
2020-10-31,FATİH,Yabancı,28.97292,41.0182,3
2021-01-27,FATİH,Yabancı,28.97778,41.00683,4
2021-05-28,ESENLER,Yerli,28.881976,41.038348,12
2018-09-12,KARTAL,Yerli,29.18905,40.90657,1
2019-05-30,GAZİOSMANPAŞA,Yerli,28.912558,41.06034,2
2021-02-08,FATİH,Yerli,28.97821,41.01181,2
2021-04-09,FATİH,Yabancı,28.97389,41.01758,2
2019-01-18,SARIYER,Yerli,29.090822,41.243239,1
2019-06-05,ŞİŞLİ,Yerli,29.011473,41.080041,1
2021-06-11,ŞİLE,Yerli,29.588511,41.155046,1
2021-06-28,FATİH,Yabancı,28.965208,41.009485,7
2021-02-15,ZEYTİNBURNU,Yerli,28.92288,41.02105,1
2020-11-01,ESENLER,Yerli,28.88007,41.05989,1
2021-01-09,ÜSKÜDAR,Yerli,29.008546,41.023753,1
2019-03-22,SANCAKTEPE,Yerli,29.237764,40.995229,1
2021-03-03,SULTANBEYLİ,Yabancı,29.26665,40.96714,1
2021-07-06,BAKIRKÖY,Yabancı,28.807531,40.960245,1
2020-12-24,ÜSKÜDAR,Yerli,29.01488,41.02727,7
2021-05-22,ZEYTİNBURNU,Yerli,28.903993,40.994532,12
2021-06-05,BEŞİKTAŞ,Yerli,29.00736,41.041218,3
2018-10-14,FATİH,Yerli,28.941171,41.017758,4
2020-11-02,SULTANGAZİ,Yerli,28.87237,41.08373,1
2021-07-10,BAKIRKÖY,Yerli,28.85894,40.9755,1
2021-06-12,GAZİOSMANPAŞA,Yerli,28.919846,41.058001,5
2021-04-21,FATİH,Yerli,28.933733,41.019716,2
2019-07-14,AVCILAR,Yerli,28.721885,40.981178,1
2019-09-23,KARTAL,Yerli,29.189967,40.892454,3
2021-05-22,ZEYTİNBURNU,Yerli,28.929229,41.025586,2
2020-11-16,ATAŞEHİR,Yerli,29.14704,40.97931,1
2019-05-09,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
2021-02-18,ÜSKÜDAR,Yerli,29.01488,41.02727,4
2021-07-02,FATİH,Yerli,28.977784,41.00683,26
2020-03-18,AVCILAR,Yerli,28.731161,40.980151,1
2021-07-01,EYÜPSULTAN,Yerli,28.88337,41.162284,4
2019-06-27,FATİH,Yerli,28.945011,41.009663,1
2018-05-16,KAĞITHANE,Yerli,28.922037,41.004253,5
2021-04-29,FATİH,Yerli,28.932298,41.048105,2
2021-01-05,SULTANGAZİ,Yerli,28.86416,41.09205,1
2021-04-20,EYÜPSULTAN,Yerli,28.932804,41.046441,4
2021-06-08,SARIYER,Yerli,29.054999,41.11476,2
2021-04-22,AVCILAR,Yerli,28.706011,40.995149,2
2021-06-22,SULTANGAZİ,Yerli,28.862944,41.100253,1
2021-02-21,ÇEKMEKÖY,Yerli,29.18276,41.04352,1
2020-11-21,BEYOĞLU,Yerli,28.98954,41.03908,16
2020-11-09,ESENLER,Yerli,28.89472,41.0406,1
2021-06-24,FATİH,Yerli,28.940269,41.011806,2
2021-05-16,BEYOĞLU,Yerli,28.989542,41.039082,2
2020-03-02,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,1
2021-07-11,AVCILAR,Yerli,28.721812,40.980073,4
2018-09-27,BAĞCILAR,Yerli,28.870054,41.033384,3
2021-06-04,KADIKÖY,Yerli,29.08863,40.954044,1
2021-07-06,FATİH,Yabancı,28.966779,41.009197,19
2021-01-07,FATİH,Yerli,28.97466,41.01094,2
2021-03-06,ÜSKÜDAR,Yerli,29.01488,41.02727,9
2021-02-03,TUZLA,Yerli,29.30261,40.84982,1
2021-06-23,EYÜPSULTAN,Yerli,28.949455,41.078172,1
2021-04-21,FATİH,Yerli,28.939788,41.019462,2
2021-06-21,ESENLER,Yerli,28.89344,41.039329,3
2017-11-28,KARTAL,Yerli,29.187151,40.888024,2
2021-07-18,SARIYER,Yerli,29.055617,41.143438,1
2021-01-20,BEŞİKTAŞ,Yerli,29.00736,41.04121,2
2021-01-04,ESENLER,Yerli,28.89344,41.03932,2
2021-05-31,BAKIRKÖY,Yerli,28.848893,40.985851,1
2016-05-26,KAĞITHANE,Yerli,28.573054,41.035648,1
2021-04-20,EYÜPSULTAN,Yerli,28.88337,41.162284,2
2021-05-31,KARTAL,Yerli,29.21064,40.918029,1
2021-07-18,SARIYER,Yerli,29.030243,41.139893,4
2021-06-17,BEYOĞLU,Yerli,28.977381,41.033458,33
2019-10-18,KAĞITHANE,Yerli,28.922037,41.004253,1
2019-02-25,ÜMRANİYE,Yerli,29.105734,41.017041,6
2020-11-23,BAHÇELİEVLER,Yerli,28.88041,41.00217,1
2021-07-02,KADIKÖY,Yabancı,29.023992,40.99213,1
2021-02-04,KADIKÖY,Yerli,29.05332,40.96762,5
2020-12-22,BAKIRKÖY,Yerli,28.81257,40.96015,3
2020-12-28,ÜMRANİYE,Yerli,29.12132,41.02092,1
2021-01-19,ARNAVUTKÖY,Yerli,28.76062,41.17119,1
2019-08-20,BAŞAKŞEHİR,Yerli,28.76499,41.08854,1
2021-02-24,FATİH,Yerli,28.94314,41.01095,1
2018-12-01,FATİH,Yerli,28.943655,40.998944,2
2018-08-03,FATİH,Yerli,28.941171,41.017758,2
2021-04-21,FATİH,Yerli,28.954114,41.015525,6
2020-02-03,ESENLER,Yerli,28.873136,41.053895,2
2021-06-24,SARIYER,Yerli,29.053605,41.107864,1
2021-07-12,ŞİŞLİ,Yerli,28.992465,41.064094,9
2018-05-22,BEYKOZ,Yerli,29.138382,41.075281,1
2020-12-30,SARIYER,Yerli,29.05401,41.09644,1
2021-07-08,ADALAR,Yabancı,29.12765,40.874414,2
2021-06-09,BEŞİKTAŞ,Yabancı,29.014387,41.075955,1
2021-02-15,BAĞCILAR,Yerli,28.85863,41.05017,1
2021-07-19,AVCILAR,Yerli,28.70651,41.032128,1
2018-08-18,MALTEPE,Yabancı,29.121198,40.924531,4
2020-11-29,KÜÇÜKÇEKMECE,Yerli,28.76777,41.00191,15
2021-04-29,FATİH,Yerli,28.554263,41.014308,2
